NACA 0006
   1.0000000   0.0006300
   0.9993977   0.0006722
   0.9975924   0.0007987
   0.9945883   0.0010084
   0.9903926   0.0013000
   0.9850156   0.0016716
   0.9784702   0.0021206
   0.9707720   0.0026441
   0.9619398   0.0032388
   0.9519946   0.0039009
   0.9409606   0.0046264
   0.9288643   0.0054110
   0.9157348   0.0062499
   0.9016038   0.0071386
   0.8865052   0.0080722
   0.8704756   0.0090455
   0.8535534   0.0100536
   0.8357795   0.0110913
   0.8171966   0.0121534
   0.7978497   0.0132345
   0.7777851   0.0143295
   0.7570514   0.0154328
   0.7356984   0.0165391
   0.7137775   0.0176428
   0.6913417   0.0187381
   0.6684449   0.0198193
   0.6451423   0.0208803
   0.6214901   0.0219152
   0.5975452   0.0229174
   0.5733652   0.0238807
   0.5490086   0.0247984
   0.5245338   0.0256638
   0.5000000   0.0264701
   0.4754662   0.0272105
   0.4509914   0.0278782
   0.4266348   0.0284665
   0.4024548   0.0289689
   0.3785099   0.0293791
   0.3548577   0.0296912
   0.3315551   0.0298998
   0.3086583   0.0299999
   0.2862225   0.0299873
   0.2643016   0.0298583
   0.2429486   0.0296101
   0.2222149   0.0292407
   0.2021503   0.0287489
   0.1828034   0.0281345
   0.1642205   0.0273983
   0.1464466   0.0265416
   0.1295244   0.0255670
   0.1134948   0.0244776
   0.0983962   0.0232774
   0.0842652   0.0219710
   0.0711357   0.0205633
   0.0590394   0.0190601
   0.0480054   0.0174669
   0.0380602   0.0157899
   0.0292280   0.0140348
   0.0215298   0.0122074
   0.0149844   0.0103133
   0.0096074   0.0083576
   0.0054117   0.0063448
   0.0024076   0.0042788
   0.0006023   0.0021631
   0.0000000   0.0000000
   0.0006023   -0.0021631
   0.0024076   -0.0042788
   0.0054117   -0.0063448
   0.0096074   -0.0083576
   0.0149844   -0.0103133
   0.0215298   -0.0122074
   0.0292280   -0.0140348
   0.0380602   -0.0157899
   0.0480054   -0.0174669
   0.0590394   -0.0190601
   0.0711357   -0.0205633
   0.0842652   -0.0219710
   0.0983962   -0.0232774
   0.1134948   -0.0244776
   0.1295244   -0.0255670
   0.1464466   -0.0265416
   0.1642205   -0.0273983
   0.1828034   -0.0281345
   0.2021503   -0.0287489
   0.2222149   -0.0292407
   0.2429486   -0.0296101
   0.2643016   -0.0298583
   0.2862225   -0.0299873
   0.3086583   -0.0299999
   0.3315551   -0.0298998
   0.3548577   -0.0296912
   0.3785099   -0.0293791
   0.4024548   -0.0289689
   0.4266348   -0.0284665
   0.4509914   -0.0278782
   0.4754662   -0.0272105
   0.5000000   -0.0264701
   0.5245338   -0.0256638
   0.5490086   -0.0247984
   0.5733652   -0.0238807
   0.5975452   -0.0229174
   0.6214901   -0.0219152
   0.6451423   -0.0208803
   0.6684449   -0.0198193
   0.6913417   -0.0187381
   0.7137775   -0.0176428
   0.7356984   -0.0165391
   0.7570514   -0.0154328
   0.7777851   -0.0143295
   0.7978497   -0.0132345
   0.8171966   -0.0121534
   0.8357795   -0.0110913
   0.8535534   -0.0100536
   0.8704756   -0.0090455
   0.8865052   -0.0080722
   0.9016038   -0.0071386
   0.9157348   -0.0062499
   0.9288643   -0.0054110
   0.9409606   -0.0046264
   0.9519946   -0.0039009
   0.9619398   -0.0032388
   0.9707720   -0.0026441
   0.9784702   -0.0021206
   0.9850156   -0.0016716
   0.9903926   -0.0013000
   0.9945883   -0.0010084
   0.9975924   -0.0007987
   0.9993977   -0.0006722
   1.0000000   -0.0006300
