NACA 0012
   1.0000000   0.0012600
   0.9993977   0.0013445
   0.9975924   0.0015973
   0.9945883   0.0020168
   0.9903926   0.0026000
   0.9850156   0.0033432
   0.9784702   0.0042412
   0.9707720   0.0052882
   0.9619398   0.0064776
   0.9519946   0.0078019
   0.9409606   0.0092529
   0.9288643   0.0108219
   0.9157348   0.0124999
   0.9016038   0.0142773
   0.8865052   0.0161444
   0.8704756   0.0180911
   0.8535534   0.0201073
   0.8357795   0.0221826
   0.8171966   0.0243067
   0.7978497   0.0264690
   0.7777851   0.0286589
   0.7570514   0.0308656
   0.7356984   0.0330782
   0.7137775   0.0352855
   0.6913417   0.0374762
   0.6684449   0.0396385
   0.6451423   0.0417607
   0.6214901   0.0438303
   0.5975452   0.0458349
   0.5733652   0.0477614
   0.5490086   0.0495968
   0.5245338   0.0513276
   0.5000000   0.0529403
   0.4754662   0.0544210
   0.4509914   0.0557564
   0.4266348   0.0569330
   0.4024548   0.0579378
   0.3785099   0.0587582
   0.3548577   0.0593824
   0.3315551   0.0597996
   0.3086583   0.0599999
   0.2862225   0.0599746
   0.2643016   0.0597166
   0.2429486   0.0592202
   0.2222149   0.0584813
   0.2021503   0.0574978
   0.1828034   0.0562691
   0.1642205   0.0547965
   0.1464466   0.0530832
   0.1295244   0.0511340
   0.1134948   0.0489552
   0.0983962   0.0465548
   0.0842652   0.0439419
   0.0711357   0.0411267
   0.0590394   0.0381201
   0.0480054   0.0349339
   0.0380602   0.0315797
   0.0292280   0.0280695
   0.0215298   0.0244148
   0.0149844   0.0206266
   0.0096074   0.0167151
   0.0054117   0.0126895
   0.0024076   0.0085577
   0.0006023   0.0043262
   0.0000000   0.0000000
   0.0006023  -0.0043262
   0.0024076  -0.0085577
   0.0054117  -0.0126895
   0.0096074  -0.0167151
   0.0149844  -0.0206266
   0.0215298  -0.0244148
   0.0292280  -0.0280695
   0.0380602  -0.0315797
   0.0480054  -0.0349339
   0.0590394  -0.0381201
   0.0711357  -0.0411267
   0.0842652  -0.0439419
   0.0983962  -0.0465548
   0.1134948  -0.0489552
   0.1295244  -0.0511340
   0.1464466  -0.0530832
   0.1642205  -0.0547965
   0.1828034  -0.0562691
   0.2021503  -0.0574978
   0.2222149  -0.0584813
   0.2429486  -0.0592202
   0.2643016  -0.0597166
   0.2862225  -0.0599746
   0.3086583  -0.0599999
   0.3315551  -0.0597996
   0.3548577  -0.0593824
   0.3785099  -0.0587582
   0.4024548  -0.0579378
   0.4266348  -0.0569330
   0.4509914  -0.0557564
   0.4754662  -0.0544210
   0.5000000  -0.0529403
   0.5245338  -0.0513276
   0.5490086  -0.0495968
   0.5733652  -0.0477614
   0.5975452  -0.0458349
   0.6214901  -0.0438303
   0.6451423  -0.0417607
   0.6684449  -0.0396385
   0.6913417  -0.0374762
   0.7137775  -0.0352855
   0.7356984  -0.0330782
   0.7570514  -0.0308656
   0.7777851  -0.0286589
   0.7978497  -0.0264690
   0.8171966  -0.0243067
   0.8357795  -0.0221826
   0.8535534  -0.0201073
   0.8704756  -0.0180911
   0.8865052  -0.0161444
   0.9016038  -0.0142773
   0.9157348  -0.0124999
   0.9288643  -0.0108219
   0.9409606  -0.0092529
   0.9519946  -0.0078019
   0.9619398  -0.0064776
   0.9707720  -0.0052882
   0.9784702  -0.0042412
   0.9850156  -0.0033432
   0.9903926  -0.0026000
   0.9945883  -0.0020168
   0.9975924  -0.0015973
   0.9993977  -0.0013445
   1.0000000  -0.0012600
